"Area_Id","Area_erpid","Area_Name","Status","Distributor_Id","Distributor_Name","Distributor_Erp_ID","Distributor_Status","Zone_ID","Zone","Subzone","Count_of_Outlets"
"228","","S P Pharama, Crompet_Area","Active","256","S P Pharama, Crompet","0","active","6","SOUTH","Tamilnadu",""
"229","","D K Enterprises, Ambur_Area","Active","257","D K Enterprises, Ambur","0","active","6","SOUTH","Tamilnadu",""
"230","","Madhu Agencies, Madambakkam_Area","Active","258","Madhu Agencies, Madambakkam","0","active","6","SOUTH","Tamilnadu","1160"
"231","","Sri Durga Enterprises, Manali_Area","Active","259","Sri Durga Enterprises, Manali","0","active","6","SOUTH","Tamilnadu",""
"232","","Sri Chamundeswari Enterprises, Kanchipuram_Area","Active","260","Sri Chamundeswari Enterprises, Kanchipuram","0","active","6","SOUTH","Tamilnadu",""
"233","","S K Agencies, Pammal_Area","Active","261","S K Agencies, Pammal","0","active","6","SOUTH","Tamilnadu",""
"234","","Dharani Agencies, Royapuram_Area","Active","262","Dharani Agencies, Royapuram","0","active","6","SOUTH","Tamilnadu",""
"235","","C G Marketting, Mogappair_Area","Active","263","C G Marketting, Mogappair","0","active","6","SOUTH","Tamilnadu",""
"236","","Selava Vinayagar Agency, Tiruvallur_Area","Active","264","Selava Vinayagar Agency, Tiruvallur","0","active","6","SOUTH","Tamilnadu",""
"237","","Sivaji Agencies, Rangapuram_Area","Active","265","Sivaji Agencies, Rangapuram","0","active","6","SOUTH","Tamilnadu","24"
"238","","Meenakshi Traders, Arcot_Area","Active","266","Meenakshi Traders, Arcot","0","active","6","SOUTH","Tamilnadu","119"
"239","","B.C.R.Agencies, Tiruvannamalai_Area","Active","267","B.C.R.Agencies, Tiruvannamalai","0","active","6","SOUTH","Tamilnadu","12"
"240","","Mohan Medical Agencies, Arani_Area","Active","268","Mohan Medical Agencies, Arani","0","active","6","SOUTH","Tamilnadu","74"
"241","","Sri V P Enterprises, Arakkonam_Area","Active","269","Sri V P Enterprises, Arakkonam","0","active","6","SOUTH","Tamilnadu",""
"242","","Sree Vinayaga Enterprises, Gudiyatham_Area","Active","270","Sree Vinayaga Enterprises, Gudiyatham","0","active","6","SOUTH","Tamilnadu","488"
"243","","Sri Annamalaiyaar Agency, Vaniyampadi_Area","Active","271","Sri Annamalaiyaar Agency, Vaniyampadi","0","active","6","SOUTH","Tamilnadu",""
"244","","Lakshmi Enterprises, Tirupattur_Area","Active","272","Lakshmi Enterprises, Tirupattur","0","active","6","SOUTH","Tamilnadu",""
"245","","Ganapathi Agencies, Alangayam_Area","Active","273","Ganapathi Agencies, Alangayam","0","active","6","SOUTH","Tamilnadu",""
"246","","Shree Krishna Enterprises, Puducherry_Area","Active","274","Shree Krishna Enterprises, Puducherry","0","active","6","SOUTH","Tamilnadu","1348"
"247","","Boys Agencies, Puducherry_Area","Active","275","Boys Agencies, Puducherry","0","active","6","SOUTH","Tamilnadu",""
"248","","Annamalai Disributors, Panruty_Area","Active","276","Annamalai Disributors, Panruty","0","active","6","SOUTH","Tamilnadu",""
"249","","N S K Agencies, Vilupuram_Area","Active","277","N S K Agencies, Vilupuram","0","active","6","SOUTH","Tamilnadu",""
"250","","Raman Traders, Chidambaram_Area","Active","278","Raman Traders, Chidambaram","0","active","6","SOUTH","Tamilnadu",""
"251","","Vijayasri Agencies, Sankarapuram_Area","Active","279","Vijayasri Agencies, Sankarapuram","0","active","6","SOUTH","Tamilnadu","1"
"252","","Global Agencies, Thiyagadurgam_Area","Active","280","Global Agencies, Thiyagadurgam","0","active","6","SOUTH","Tamilnadu","53"
"253","","Sri Devi Agencies, Thirukoilure_Area","Active","281","Sri Devi Agencies, Thirukoilure","0","active","6","SOUTH","Tamilnadu",""
"254","","Sulochna Enterprises, Neyveli_Area","Active","282","Sulochna Enterprises, Neyveli","0","active","6","SOUTH","Tamilnadu",""
"255","","Sree Vinayaga Agencies, Neyveli_Area","Active","283","Sree Vinayaga Agencies, Neyveli","0","active","6","SOUTH","Tamilnadu",""
"256","","J K Traders, Mayiladuthurai_Area","Active","284","J K Traders, Mayiladuthurai","0","active","6","SOUTH","Tamilnadu",""
"257","","Galaxy Marketing, Madurai_Area","Active","285","Galaxy Marketing, Madurai","0","active","6","SOUTH","Tamilnadu",""
"258","","Ayengaran Associates, Trichy_Area","Active","286","Ayengaran Associates, Trichy","0","active","6","SOUTH","Tamilnadu","206"
"259","","Sai Agency, Trichy_Area","Active","287","Sai Agency, Trichy","0","active","6","SOUTH","Tamilnadu","32"
"260","","S A Traders, Lalgudi_Area","Active","288","S A Traders, Lalgudi","0","active","6","SOUTH","Tamilnadu","47"
"261","","Vimala Stores, Pudukottai_Area","Active","289","Vimala Stores, Pudukottai","0","active","6","SOUTH","Tamilnadu","109"
"262","","Thilakam Agencies, Kulithalai_Area","Active","290","Thilakam Agencies, Kulithalai","0","active","6","SOUTH","Tamilnadu",""
"263","","Sree Saravana Agencies, Perambalur_Area","Active","291","Sree Saravana Agencies, Perambalur","0","active","6","SOUTH","Tamilnadu","22"
"264","","Sri Laksahmi Agencies, Tiruchirapalli_Area","Active","292","Sri Laksahmi Agencies, Tiruchirapalli","0","active","6","SOUTH","Tamilnadu","15"
"265","","Sri Balaji Medical Agencies, Manaparai_Area","Active","293","Sri Balaji Medical Agencies, Manaparai","0","active","6","SOUTH","Tamilnadu","17"
"266","","Mangai Agencies, Trichy_Area","Active","294","Mangai Agencies, Trichy","0","active","6","SOUTH","Tamilnadu",""
"267","","K V Agencies, Coimbatore_Area","Active","295","K V Agencies, Coimbatore","0","active","6","SOUTH","Tamilnadu",""
"268","","Swastik Traders, Erode_Area","Active","296","Swastik Traders, Erode","0","active","6","SOUTH","Tamilnadu","2071"
"269","","Shastivei Health Products, Chennimalai_Area","Active","297","Shastivei Health Products, Chennimalai","0","active","6","SOUTH","Tamilnadu","381"
"270","","S M Traders, Tiruppur_Area","Active","298","S M Traders, Tiruppur","0","active","6","SOUTH","Tamilnadu",""
"271","","Sri Lakshmi Stores, Tiruppur_Area","Active","299","Sri Lakshmi Stores, Tiruppur","0","active","6","SOUTH","Tamilnadu",""
"272","","Sun Sun Drugs, Tiruppur_Area","Active","300","Sun Sun Drugs, Tiruppur","0","active","6","SOUTH","Tamilnadu",""
"273","","Sri Ponkumaran Agencies, Erode_Area","Active","301","Sri Ponkumaran Agencies, Erode","0","active","6","SOUTH","Tamilnadu","103"
"274","","Sri Angu Mahalaxmi Agency, Gobichettipalayam_Area","Active","302","Sri Angu Mahalaxmi Agency, Gobichettipalayam","0","active","6","SOUTH","Tamilnadu","60"
"275","","Elixir Traders, Kavindapadi_Area","Active","303","Elixir Traders, Kavindapadi","0","active","6","SOUTH","Tamilnadu","77"
"276","","Kawin Agency, Komarapalayam_Area","Active","304","Kawin Agency, Komarapalayam","0","active","6","SOUTH","Tamilnadu","23"
"277","","Sun Medical Agencies. Sathyamangalam_Area","Active","305","Sun Medical Agencies. Sathyamangalam","0","active","6","SOUTH","Tamilnadu",""
"278","","Jeevana Agencies, Palliplayam_Area","Active","306","Jeevana Agencies, Palliplayam","0","active","6","SOUTH","Tamilnadu","133"
"279","","Sri Velava Agency, Namakkal_Area","Active","307","Sri Velava Agency, Namakkal","0","active","6","SOUTH","Tamilnadu",""
"280","","Mukesh Marketing, Coimbatore_Area","Active","308","Mukesh Marketing, Coimbatore","0","active","6","SOUTH","Tamilnadu",""
"281","","Ronak Marketing, Coimbatore_Area","Active","309","Ronak Marketing, Coimbatore","0","active","6","SOUTH","Tamilnadu",""
"282","","Mohan Kheda Marketing, Coimbatore_Area","Active","310","Mohan Kheda Marketing, Coimbatore","0","active","6","SOUTH","Tamilnadu",""
"283","","Dhandapani Agencies, Jallipatti_Area","Active","311","Dhandapani Agencies, Jallipatti","0","active","6","SOUTH","Tamilnadu",""
"284","","Moorthy SSSS Agencies, Udumalpet_Area","Active","312","Moorthy SSSS Agencies, Udumalpet","0","active","6","SOUTH","Tamilnadu",""
"285","","Sree Raam Agencies, Salem_Area","Active","313","Sree Raam Agencies, Salem","0","active","6","SOUTH","Tamilnadu","93"
"286","","Krishna Traders, Salem_Area","Active","314","Krishna Traders, Salem","0","active","6","SOUTH","Tamilnadu","18"
"287","","Namagiri Agency, Attur_Area","Active","315","Namagiri Agency, Attur","0","active","6","SOUTH","Tamilnadu","143"
"288","","Sri Ramar Agency, Attur_Area","Active","316","Sri Ramar Agency, Attur","0","active","6","SOUTH","Tamilnadu","7"
"289","","Global Pharma Distributor, Dharmapuri_Area","Active","317","Global Pharma Distributor, Dharmapuri","0","active","6","SOUTH","Tamilnadu","97"
"290","","Gopal Fancy, Dharmapuri_Area","Active","318","Gopal Fancy, Dharmapuri","0","active","6","SOUTH","Tamilnadu",""
"291","","M K Agencies, Kariyamangalam_Area","Active","319","M K Agencies, Kariyamangalam","0","active","6","SOUTH","Tamilnadu","49"
"292","","Sai Lakshmi Medicals, Hosur_Area","Active","320","Sai Lakshmi Medicals, Hosur","0","active","6","SOUTH","Tamilnadu","12"
"293","","Kuttiappa Agencies, Krishnagiri_Area","Active","321","Kuttiappa Agencies, Krishnagiri","0","active","6","SOUTH","Tamilnadu","56"
"294","","Sri Krishna Agencies, Kaveripattanam_Area","Active","322","Sri Krishna Agencies, Kaveripattanam","0","active","6","SOUTH","Tamilnadu","89"
"295","","Devi Agencies, Dharmapuri_Area","Active","323","Devi Agencies, Dharmapuri","0","active","6","SOUTH","Tamilnadu",""
"296","","S.K.Enterprises, Coimbatore_Area","Active","324","S.K.Enterprises, Coimbatore","0","active","6","SOUTH","Tamilnadu","62"
"297","","Siddharth Enterprises, Periyanaikenpalayam_Area","Active","325","Siddharth Enterprises, Periyanaikenpalayam","0","active","6","SOUTH","Tamilnadu","9"
"298","","Karukkuvel Traders, Avinashi_Area","Active","326","Karukkuvel Traders, Avinashi","0","active","6","SOUTH","Tamilnadu",""
"299","","Moorthi SSSS Agencies, Udumalpet_Area","Active","327","Moorthi SSSS Agencies, Udumalpet","0","active","6","SOUTH","Tamilnadu",""
"300","","Saraswathi Stores, Pollachi_Area","Active","328","Saraswathi Stores, Pollachi","0","active","6","SOUTH","Tamilnadu",""
"301","","Mukesh Marketing, Coimbatore_Area","Active","329","Mukesh Marketing, Coimbatore","0","active","6","SOUTH","Tamilnadu",""
"302","","Ronak Marketing, Coimbatore_Area","Active","330","Ronak Marketing, Coimbatore","0","active","6","SOUTH","Tamilnadu",""
"303","","Mohan Kheda Marketing, Coimbatore_Area","Active","331","Mohan Kheda Marketing, Coimbatore","0","active","6","SOUTH","Tamilnadu",""
"304","","Royal Agencies, Coimbatore_Area","Active","332","Royal Agencies, Coimbatore","0","active","6","SOUTH","Tamilnadu",""
"305","","Ramdev Generals, Coimbatore_Area","Active","333","Ramdev Generals, Coimbatore","0","active","6","SOUTH","Tamilnadu","57"
"306","","Avanthika Traders, Karur_Area","Active","334","Avanthika Traders, Karur","0","active","6","SOUTH","Tamilnadu","423"
"307","","Sri Vinayaka Agency, Namakkal_Area","Active","335","Sri Vinayaka Agency, Namakkal","0","active","6","SOUTH","Tamilnadu","279"
"308","","Sri Ganapathi Agencies, Rasipuram_Area","Active","336","Sri Ganapathi Agencies, Rasipuram","0","active","6","SOUTH","Tamilnadu","136"
"309","","S R B Shop, Karur_Area","Active","337","S R B Shop, Karur","0","active","6","SOUTH","Tamilnadu",""
"310","","G.V.R. Enterprises, Hyderbad_Area","Active","338","G.V.R. Enterprises, Hyderbad","0","active","6","SOUTH","Telangana","1833"
"311","","MAS Enterprises, Hyderbad_Area","Active","339","MAS Enterprises, Hyderbad","0","active","6","SOUTH","Telangana",""
"312","","S S Medical Distributors, Khammam_Area","Active","340","S S Medical Distributors, Khammam","0","active","6","SOUTH","Telangana",""
"313","","Pankaj Distributors, Kothaguden_Area","Active","341","Pankaj Distributors, Kothaguden","0","active","6","SOUTH","Telangana",""
"314","","Sri Shirdi Sai Enterprises, Khammam_Area","Active","342","Sri Shirdi Sai Enterprises, Khammam","0","active","6","SOUTH","Telangana",""
"315","","Manisai Pharma Surgicals, Nalgonda_Area","Active","343","Manisai Pharma Surgicals, Nalgonda","0","active","6","SOUTH","Telangana",""
"316","","Mataji Enterprises, Khammam_Area","Active","344","Mataji Enterprises, Khammam","0","active","6","SOUTH","Telangana",""
"317","","Hanuman Agencies, Suryapet_Area","Active","345","Hanuman Agencies, Suryapet","0","active","6","SOUTH","Telangana",""
"318","","Hari Medical Distributors, Nalgonda_Area","Active","346","Hari Medical Distributors, Nalgonda","0","active","6","SOUTH","Telangana",""
"319","","Laxmi Balaji Enterprises, Khammam_Area","Active","347","Laxmi Balaji Enterprises, Khammam","0","active","6","SOUTH","Telangana",""
"320","","SS Pharma And  Surgicals, Miryalaguda_Area","Active","348","SS Pharma And  Surgicals, Miryalaguda","0","active","6","SOUTH","Telangana",""
"321","","Taruni Health Pharmacy, Balapur_Area","Active","349","Taruni Health Pharmacy, Balapur","0","active","6","SOUTH","Telangana",""
"322","","Sree Vijaya Vijetha Vasavi Medical Corporation, Hyderbad_Area","Active","350","Sree Vijaya Vijetha Vasavi Medical Corporation, Hyderbad","0","active","6","SOUTH","Telangana",""
"323","","Rohini Enterprises, Amberpet_Area","Active","351","Rohini Enterprises, Amberpet","0","active","6","SOUTH","Telangana",""
"324","","Sree Nidhi Medical Agencies, Hyderbad_Area","Active","352","Sree Nidhi Medical Agencies, Hyderbad","0","active","6","SOUTH","Telangana",""
"325","","Smart Pharma, Karimnagar_Area","Active","353","Smart Pharma, Karimnagar","0","active","6","SOUTH","Telangana",""
"326","","Vinayaga Marketers, Karimnagar_Area","Active","354","Vinayaga Marketers, Karimnagar","0","active","6","SOUTH","Telangana",""
"327","","Sri Balaji Pharma, Vemulawada_Area","Active","355","Sri Balaji Pharma, Vemulawada","0","active","6","SOUTH","Telangana",""
"328","","Sri Matha Medical Agencies, Mancherial_Area","Active","356","Sri Matha Medical Agencies, Mancherial","0","active","6","SOUTH","Telangana",""
"329","","Sree Vinayaka Agencies, Nizambad_Area","Active","357","Sree Vinayaka Agencies, Nizambad","0","active","6","SOUTH","Telangana",""
"330","","Shri Medical Agencies, Nizambad_Area","Active","358","Shri Medical Agencies, Nizambad","0","active","6","SOUTH","Telangana",""
"331","","R R Traders, Nizambad_Area","Active","359","R R Traders, Nizambad","0","active","6","SOUTH","Telangana",""
"332","","Sarathi Agencies, Shadnagar_Area","Active","360","Sarathi Agencies, Shadnagar","0","active","6","SOUTH","Telangana",""
"333","","ZMR Agencies, Mahabubnagar_Area","Active","361","ZMR Agencies, Mahabubnagar","0","active","6","SOUTH","Telangana",""
"334","","S R Pharma, Secunderbad_Area","Active","362","S R Pharma, Secunderbad","0","active","6","SOUTH","Telangana",""
"335","","Test Area","Active","11","Test - Distributor","0","active","3","Test","Test- subzone","1"
"336","","Demo_Area","Inactive","219","Demo Distributor","0","active","8","Demo Zone","Demo Subzone","1"
"337","","Areastest1_210125","Active","95","Int_Distributor","0","active","7","Integration Zone","Integration Subzone","3"
"338","","Areastest2_310125","Active","95","Int_Distributor","0","active","7","Integration Zone","Integration Subzone",""
"339","","Areastest4_310125","Active","95","Int_Distributor","0","active","7","Integration Zone","Integration Subzone",""
"340","","Areastest5_010225","Active","95","Int_Distributor","0","active","7","Integration Zone","Integration Subzone","1"
"341","","Areastest6_180225","Active","95","Int_Distributor","0","active","7","Integration Zone","Integration Subzone","2"
